Date Time,,,,Event
12/08/2006 05:00,UK,1132),,Blair Speaks on Integration and Multiculturalism
12/12/2006 05:15,UK,1133),,Reid of U.K. Speaks on Work of Home Office
12/12/2006 07:00,UK,1134),,Blair Speaks at Monthly News Conference in London
12/13/2006 04:15,UK,1135),,Brown of U.K. Gives Evidence to Treasury Committee
12/13/2006 05:00,UK,1136),,London Mayor Livingstone Answers Questions
12/13/2006 07:00,UK,1137),,Blair Answers Weekly Questions in House of Commons
12/14/2006 11:45,UK,1138),,Ludlow of Eurocomment on Outlook for EU Summit
12/18/2006 05:00,UK,1139),,Tony Blair and Abbas of Palestine: News Conference
12/18/2006 13:00,UK,1140),,"Blair of U.K., Olmert of Israel: News Conference"
01/02/2007 07:00,UK,1141),,Blair Answers Weekly Questions in House of Commons
01/04/2007 06:00,UK,1142),,Reid of U.K. Speaks on Future of Labour: News Conf
01/08/2007 07:00,UK,1143),,Zahawi of YouGov Discusses U.K. Political Outlook
01/09/2007 06:00,UK,1144),,London Mayor Livingstone Holds Weekly News Conf.
01/09/2007 07:00,UK,1145),,Zebari of Iraq Discusses the U.S.'s Strategy
01/09/2007 13:10,UK,1146),,"U.K.'s Blair, Japan's Abe Speak at News Conference"
01/10/2007 07:00,UK,1147),,Blair Answers Weekly Questions in House of Commons
01/10/2007 07:00,UK,1148),,Zebari of Iraq Discusses the U.S.'s Strategy
01/10/2007 07:30,UK,1149),,Reid of U.K. Speaks in Parliament
01/11/2007 10:30,UK,1150),,"Browne, Beckett of U.K. Give Evidence on Iraq"
01/12/2007 07:15,UK,1151),,Blair Speaks on Defence of the U.K. in Plymouth
01/16/2007 06:00,UK,1152),,London Mayor Livingstone Holds Weekly News Conf.
01/16/2007 07:00,UK,1153),,Blair Speaks at Monthly News Conference in London
01/17/2007 07:00,UK,1154),,Blair Answers Weekly Questions in House of Commons
01/17/2007 13:30,UK,1155),,Blair and Villepin Speak at a News Conf. in London
01/18/2007 04:15,EC,1156),,Mandelson of EU Speaks on Britain-EU Relations
01/18/2007 05:00,UK,1157),,"Hutton, Others Speak on Social Justice in EU, U.K."
01/18/2007 05:10,UK,1158),,Mandelson of EU Speaks on WTO Negotiations
01/18/2007 08:00,UK,1159),,"Hoon of U.K., Others on EU-British Relations"
01/18/2007 09:15,UK,1160),,"Senior Government Speaks on Society in Europe, U.K"
01/18/2007 11:30,UK,1161),,"Miliband of U.K., Others: EU Popularity in Britain"
01/18/2007 13:00,UK,1162),,"Rice, Blair Speak at News Conference in London"
01/23/2007 05:00,UK,1163),,Treasury Select Committee Inquiry: Stern Review
01/23/2007 07:00,UK,1164),,"Williams of U.K. Speaks on U.S. Politics, Iran"
01/24/2007 07:00,UK,1165),,Blair Answers Weekly Questions in House of Commons
01/24/2007 10:00,UK,1166),,Blair Speaks at CBI Summit on U.K. Public Services
01/25/2007 06:00,UK,1167),,Browne of U.K. Speaks on U.K.'s Nuclear Options
01/25/2007 07:05,SZ,1168),,Lagarde of France on Outlook for French Economy
01/26/2007 10:05,SZ,1169),,Mandelson of EU Speaks on WTO Negotiations
01/29/2007 09:00,UK,1170),,"Blair, Calderon of Mexico Speak at News Conference"
01/30/2007 12:00,IR,1171),,"Blair, Ahern of Ireland Speak on Northern Ireland"
01/31/2007 07:00,UK,1172),,Blair Answers Weekly Questions in House of Commons
01/31/2007 08:00,UK,1173),,U.K. Police Speak on Terrorism Arrests: News Conf.
02/01/2007 05:00,UK,1174),,"Gieve of BOE, Others Speak on Financial Stability"
02/05/2007 06:55,UK,1175),,Bigham of Foreign Policy Centre Discusses Iran
02/05/2007 10:30,UK,1176),,Miliband of U.K. on Bird Flu in House of Commons
02/06/2007 04:00,UK,1177),,Blair Answers Liaison Select Committee Questions
02/06/2007 05:00,UK,1178),,London Mayor Livingstone Holds Weekly News Conf.
02/06/2007 05:00,UK,1179),,Stern of U.K. Treasury Speaks on Climate Change
02/07/2007 07:00,UK,1180),,Blair Answers Weekly Questions in House of Commons
02/07/2007 09:30,UK,1181),,Stern of U.K. Treasury Speaks on Climate Change
02/07/2007 11:00,UK,1182),,Miliband of U.K. Speaks on EU Car Emissions Report
02/13/2007 06:00,UK,1183),,London Mayor Livingstone Holds Weekly News Conf.
02/13/2007 13:00,GE,1184),,"Blair, Merkel Speak at News Conference in Berlin"
02/14/2007 07:00,UK,1185),,Blair Answers Weekly Questions in House of Commons
02/20/2007 05:00,UK,1186),,"Ken Livingstone, Venzuela's Maduro: News Conf."
02/20/2007 07:00,UK,1187),,Fisher of U.K. on Health Service Spending on Drugs
02/20/2007 07:05,UK,1188),,Granville of Trusted Sources on Russia Corruption
02/21/2007 05:00,UK,1189),,London Mayor Livingstone Answers Questions
02/21/2007 05:00,UK,1190),,London Mayor Livingstone Holds Weekly News Conf.
02/21/2007 07:00,UK,1191),,Blair Answers Weekly Questions in House of Commons
02/21/2007 07:30,UK,1192),,Blair Answers Weekly Questions in House of Commons
02/21/2007 07:50,UK,1193),,Blair Answers Weekly Questions in House of Commons
02/22/2007 07:00,UK,1194),,Meacher of U.K. Speaks After Leadership Reports
02/26/2007 07:00,UK,1195),,Rifkind of U.K. Conservatives Discusses Iran
02/26/2007 10:00,UK,1196),,Cameron of U.K. Gives a Speech on Border Police
02/26/2007 10:30,UK,1197),,"Browne of U.K. Speaks on Afghanistan, U.K. Troops"
02/27/2007 04:00,UK,1198),,Balls of U.K. Speaks at Conf. on Government Bonds
02/27/2007 06:00,UK,1199),,London Mayor Livingstone Holds Weekly News Conf.
02/27/2007 07:00,UK,1200),,Blair Speaks at Monthly News Conference in London
02/27/2007 13:00,UK,1201),,Napolitano of Arizona Speaks About Immigration
02/28/2007 07:00,UK,1202),,12:00g - Prime Minister's Questions
03/05/2007 07:15,UK,1203),,Barnaby of Oxford Research Discusses Iran
03/06/2007 04:45,UK,1204),,BOWTIE: HOC TREASURY ON BOE MONETARY POLICY COMMIT
03/06/2007 06:00,UK,1205),,London Mayor Livingstone Holds Weekly News Conf.
03/06/2007 07:00,UK,1206),,Blair Answers Weekly Questions in House of Commons
03/12/2007 11:30,UK,1207),,Blair Speaks in House of Commons on Climate Change
03/13/2007 05:40,UK,1208),,"Blair of U.K., Brown, Miliband on Climate Change"
03/13/2007 07:00,UK,1209),,London Mayor Livingstone Holds Weekly News Conf.
03/14/2007 08:00,UK,1210),,Blair Answers Weekly Questions in House of Commons
03/14/2007 08:45,UK,1211),,U.K. Lawmakers Debate on U.K. Nuclear Deterrent
03/16/2007 08:00,UK,1212),,"Burns of U.S. on N. Korea Talks, Missile Defense"
03/20/2007 05:45,UK,1213),,09:45g - Treasury Select Cttee: MPC
03/20/2007 06:00,UK,1214),,London Mayor Livingstone Holds Weekly News Conf.
03/20/2007 08:00,UK,1215),,Kellner of YouGov Speaks on Brown's U.K. Budget
03/21/2007 05:00,UK,1216),,Osborne of U.K. Conservatives on Budget Outlook
03/21/2007 05:05,UK,1217),,"Stevens of Ernst & Young on U.K. Budget, Taxation"
03/21/2007 06:05,UK,1218),,Leach of Institute of Directors on U.K. Budget
03/21/2007 06:05,UK,1219),,Marshall of NCL Smith & Williamson on U.K. Budget
03/21/2007 08:00,UK,1220),,Blair Answers Weekly Questions in House of Commons
03/21/2007 08:30,UK,1221),,Brown of U.K. Gives Budget Statement to Parliament
03/21/2007 11:00,UK,1222),,Knowles of Small Business Fed. on U.K. Budget
03/22/2007 08:05,UK,1223),,Lyons on Lyons Review of Local Government Funding
03/26/2007 11:15,UK,1224),,U.K. Treasury Select Committee: Brown's Budget
03/27/2007 04:45,UK,1225),,"Bank of England's King, Others on Inflation Report"
03/27/2007 05:00,UK,1226),,London Mayor Livingstone Holds Weekly News Conf.
03/27/2007 05:00,UK,1227),,10:00b - Blair speech on crime
03/28/2007 04:30,UK,1228),,U.K. Treasury Select Committee: Brown's Budget
03/28/2007 07:00,UK,1229),,Blair Answers Weekly Questions in House of Commons
03/28/2007 07:05,UK,1230),,"Cobbold of RUSI Discusses Iran, Captured Sailors"
03/28/2007 07:30,UK,1231),,Beckett of U.K. Makes Statement on Iran
03/29/2007 05:30,UK,1232),,Brown of U.K. Speak at Treasury Questions
03/29/2007 06:45,UK,1233),,U.K.'s Brown Speaks to Treasury Committee: Budget
03/29/2007 07:00,UK,1234),,"Marashlian of Global Insight on Iran, Hostages"
03/30/2007 05:45,UK,1235),,Blair of U.K. Speaks About Employment Policy
03/30/2007 07:00,UK,1236),,"Dalton, Former Ambassador Speaks on Iran Dispute"
04/03/2007 04:30,UK,1237),,Blair and Brown hold news conference in Glasgow
04/03/2007 07:30,UK,1238),,Ahmadinejad of Iran Speaks At News Conference
04/04/2007 07:00,UK,1239),,Blair Answers Weekly Questions in House of Commons
04/04/2007 11:40,UK,1240),,"Fox of U.K. Conservatives Speaks on Iran, Sailors"
04/11/2007 06:30,UK,1241),,London Mayor Livingstone Holds Weekly News Conf.
04/11/2007 07:05,UK,1242),,"Stevens of Ernst & Young on U.K. Budget, Taxation"
04/16/2007 09:00,UK,1243),,Des Browne of U.K. on Freed Sailors and the Media
04/16/2007 11:10,UK,1244),,Rod Eddington Speaks at U.K. Transport Committee
04/17/2007 06:00,UK,1245),,London Mayor Livingstone Holds Weekly News Conf.
04/17/2007 06:55,UK,1246),,Blair Answers Weekly Questions in House of Commons
04/17/2007 07:15,UK,1247),,"Fedotov of Russia Talks About Berezovsky, Politics"
04/18/2007 07:00,UK,1248),,Blair Answers Weekly Questions in House of Commons
04/18/2007 07:00,UK,1249),,Marshall of NCL Smith & Williamson on U.K. Budget
04/19/2007 08:55,UK,1250),,Miliband of U.K. Speaks on EU Car Emissions Report
04/19/2007 11:45,UK,1251),,8Miliband of U.K. Speaks on Labour Leadership
04/24/2007 04:08,UK,1252),,Darling of U.K. Speaks at Russian Economic Forum
04/24/2007 04:30,UK,1253),,Bank of England MPC Members at Treasury Committee
04/24/2007 05:58,UK,1254),,London Mayor Livingstone Holds Weekly News Conf.
04/24/2007 11:00,UK,1255),,John Reid Speaks at U.K. Home Affairs Committee
04/24/2007 12:15,GE,1256),,"Merkel, Blair Brief Press After Talks in Berlin"
04/24/2007 12:15,UK,1257),,"Blair of U.K., Merkel of Germany: News Conference"
04/25/2007 07:00,UK,1258),,Blair Answers Weekly Questions in House of Commons
05/01/2007 06:00,UK,1259),,London Mayor Livingstone Holds Weekly News Conf.
05/02/2007 07:00,UK,1260),,Blair Answers Weekly Questions in House of Commons
05/04/2007 05:25,UK,1261),,Lagarde Comments on Outlook for French Election
05/04/2007 07:15,UK,1262),,Jeanbart of OpinionWay Discusses French Election
05/08/2007 04:15,UK,1263),,U.K. Treasury Committee on Bank of England MPC
05/08/2007 05:25,UK,1264),,Opening of Devolved Northern Ireland Assembly
05/08/2007 05:58,UK,1265),,Opening of Devolved Northern Ireland Assembly
05/08/2007 09:50,UK,1266),,Opening of Devolved Northern Ireland Assembly
05/08/2007 10:00,UK,1267),,"Browne of U.K. Speaks on Afghanistan, U.K. Troops"
05/09/2007 06:30,UK,1268),,London Mayor Livingstone Holds Weekly News Conf.
05/09/2007 07:00,UK,1269),,Blair Answers Weekly Questions in House of Commons
05/10/2007 04:24,UK,1270),,U.K. Prime Minister Blair Speaks About His Future
05/10/2007 04:55,UK,1271),,U.K. Prime Minister Blair Speaks About His Future
05/10/2007 05:30,UK,1272),,Blair Answers Weekly Questions in House of Commons
05/10/2007 06:25,UK,1273),,Marshall of NCL Smith & Williamson on U.K. Budget
05/10/2007 06:35,UK,1274),,Baker of Communicate Research Discusses Blair
05/10/2007 06:55,UK,1275),,U.K. Prime Minister Blair Speaks About His Future
05/10/2007 07:05,UK,1276),,Kenneth Clarke of U.K. Conservatives on Blair
05/10/2007 10:55,UK,1277),,Marshall of NCL Smith & Williamson on U.K. Budget
05/10/2007 11:35,UK,1278),,Meacher of U.K. Speaks After Leadership Reports
05/11/2007 04:45,UK,1279),,U.K. Prime Minister Blair Speaks About His Future
05/11/2007 05:15,UK,1280),,Gordon Brown of U.K. Speaks at News Conference
05/11/2007 06:55,UK,1281),,O'Leary of Demos on Challenges for Gordon Brown
05/11/2007 09:30,UK,1282),,Blair Answers Weekly Questions in House of Commons
05/15/2007 07:00,IR,1283),,Ahern of Ireland Addresses U.K. Parliament
05/15/2007 15:15,UK,1284),,Blair Answers Weekly Questions in House of Commons
05/16/2007 05:15,UK,1285),,Buckley of Deutsche Bank on U.K. Inflation Report
05/16/2007 07:00,UK,1286),,Blair Answers Weekly Questions in House of Commons
05/17/2007 06:00,UK,1287),,Blair Answers Weekly Questions in House of Commons
05/17/2007 07:00,UK,1288),,Blair Answers Weekly Questions in House of Commons
05/17/2007 11:25,US,1289),,"Tony Blair, George Bush: Washington News Conf."
05/23/2007 07:00,UK,1290),,Blair Answers Weekly Questions in House of Commons
05/23/2007 07:10,UK,1291),,"Hughes of PWC Speaks on U.K Energy, Nuclear Market"
05/23/2007 07:30,UK,1292),,Darling of EU Talks on Nuclear Power in Parliament
05/23/2007 10:00,UK,1293),,Miliband of U.K Talks to Climate Change Committee
05/29/2007 07:00,UK,1294),,London Mayor Livingstone Holds Weekly News Conf.
05/31/2007 05:40,UK,1295),,Blair Speaks at News Conference in Johannesburg
06/04/2007 05:44,UK,1296),,Blair Speaks at News Conference in Johannesburg
06/05/2007 06:00,UK,1297),,London Mayor Livingstone Holds Weekly News Conf.
06/06/2007 07:00,UK,1298),,Blair Answers Weekly Questions in House of Commons
06/06/2007 07:00,UK,1299),,Drayson of U.K. Speaks on $26 Billion RAF Contract
06/06/2007 11:25,UK,1300),,Southwell of EADS on U.K. RAF Refuelling Program
06/07/2007 07:10,UK,1301),,Krishnan of Transparency on BAE Systems Arms Probe
06/08/2007 07:00,UK,1302),,"Albany of Oxfam on Outlook for Africa, G-8"
06/08/2007 11:40,UK,1303),,Kirton of Toronto University Discusses G-8 Outcome
06/11/2007 10:34,UK,1304),,Blair Answers Weekly Questions in House of Commons
06/12/2007 06:30,UK,1305),,London 2012 Organizers Speak as Inspection Begins
06/13/2007 07:00,UK,1306),,Blair Answers Weekly Questions in House of Commons
06/14/2007 04:30,UK,1307),,Blair Answers Weekly Questions in House of Commons
06/14/2007 04:30,UK,1308),,Brown of U.K. Speaks on Monetary Policy Committee
06/14/2007 05:30,UK,1309),,Brown of U.K. Answers Questions in U.K Parliament
06/14/2007 07:10,UK,1310),,Szusterman of Chatham House on Falklands War
06/18/2007 08:20,UK,1311),,Cameron Speaks on U.K. Conservative Party Strategy
06/18/2007 09:30,UK,1312),,Treasury Select Sub-Committee on Private Equity
06/19/2007 06:00,UK,1313),,London Mayor Livingstone Holds Weekly News Conf.
06/19/2007 06:30,UK,1314),,Gordon Brown Speaks at Police Chiefs Conference
06/19/2007 10:00,UK,1315),,Falconer of U.K. Speaks on Prisoner Release Plan
06/20/2007 07:00,UK,1316),,Blair Answers Weekly Questions in House of Commons
06/20/2007 09:30,UK,1317),,Treasury Select Sub-Committee on Private Equity
06/20/2007 15:50,UK,1318),,Gordon Brown Gives Speech to Financiers in London
06/22/2007 12:00,UK,1319),,Blair Answers Weekly Questions in House of Commons
06/25/2007 09:30,UK,1320),,Blair of U.K. Gives Final Speech to Labour Party
06/25/2007 10:30,UK,1321),,Blair of U.K. Speaks on European Union Treaty
06/26/2007 03:30,UK,1322),,"Blair, Schwarzenegger of California: News Conf."
06/26/2007 06:00,UK,1323),,London Mayor Livingstone Holds Weekly News Conf.
06/26/2007 10:30,UK,1324),,Miliband of U.K. Speaks on Flooding in England
06/26/2007 13:30,UK,1325),,"Gutierrez, Chertoff on Immigration: Teleconference"
06/27/2007 07:00,UK,1326),,Blair Answers Weekly Questions in House of Commons
06/28/2007 04:45,UK,1327),,King Speaks on Bank of England's Inflation Report
06/28/2007 07:00,UK,1328),,Hawkins of Communicate on Gordon Brown's Cabinet
06/29/2007 08:30,UK,1329),,U.K. Home Secretary Smith on London Bomb
07/03/2007 03:05,UK,1330),,Newmark of U.K. Conservatives on Private Equity
07/03/2007 04:35,UK,1331),,"Stevens of Ernst & Young on U.K. Budget, Taxation"
07/03/2007 04:45,UK,1332),,Treasury Select Committee Hearing: Private Equity
07/03/2007 06:00,UK,1333),,London Mayor Livingstone Holds Weekly News Conf.
07/03/2007 10:30,UK,1334),,Brown of U.K. Speaks on Constitutional Reform Plan
07/04/2007 07:00,UK,1335),,Blair Answers Weekly Questions in House of Commons
07/04/2007 07:00,UK,1336),,Brown Answers Weekly Questions in House of Commons
07/04/2007 07:15,UK,1337),,Baker of Communicate Research Discusses Blair
07/09/2007 04:35,UK,1338),,Brown Answers Weekly Questions in House of Commons
07/09/2007 09:30,UK,1339),,Smith of U.K. Talks on Terror Attack in Parliament
07/10/2007 06:00,UK,1340),,London Mayor Livingstone Holds Weekly News Conf.
07/10/2007 10:30,UK,1341),,Cameron Speaks on U.K. Conservative Party Strategy
07/10/2007 10:30,UK,1342),,Cameron Speaks on U.K. Conservative Tax Policies
07/11/2007 07:00,UK,1343),,Brown Answers Weekly Questions in House of Commons
07/11/2007 07:15,FR,1344),,"Mohieldin of Egypt on Bond Sales, Privatization"
07/11/2007 07:30,UK,1345),,Brown Answers Weekly Questions in House of Commons
07/11/2007 09:00,UK,1346),,Brown Answers Weekly Questions in House of Commons
07/12/2007 05:30,UK,1347),,Brown of U.K. Answers Questions in U.K Parliament
07/16/2007 04:25,UK,1348),,Brown Answers Weekly Questions in House of Commons
07/16/2007 10:30,UK,1349),,Miliband of U.K. Speaks on Flooding in England
07/16/2007 11:00,UK,1350),,Jones of U.K. Gives Trade and Industry Evidence
07/16/2007 11:00,UK,1351),,Jones of U.K. on Trade Promotion and Investment
07/16/2007 13:40,UK,1352),,Brown Answers Weekly Questions in House of Commons
07/17/2007 05:25,RU,1353),,"Weafer of Alfa Bank on British, Russian Relations"
07/17/2007 06:55,RU,1354),,"Weafer of Alfa Bank on British, Russian Relations"
07/18/2007 05:00,UK,1355),,London Mayor Livingstone Answers Questions
07/18/2007 07:00,UK,1356),,Brown Answers Weekly Questions in House of Commons
07/18/2007 07:00,UK,1357),,Gibson of U.K. Discusses Metronet Administration
07/19/2007 08:35,UK,1358),,Smith of U.K. Talks on Terror Attack in Parliament
07/19/2007 09:40,UK,1359),,Miliband of U.K. Speaks on Flooding in England
07/19/2007 11:00,UK,1360),,Miliband of U.K. Speaks on Flooding in England
07/20/2007 01:35,UK,1361),,Buckley of Deutsche Bank on U.K. Inflation Report
07/20/2007 05:00,UK,1362),,"Acuner of Turkey on Elections, Women's Rights"
07/20/2007 07:00,UK,1363),,Piccoli of Eurasia on Outlook for Turkey Elections
07/20/2007 07:15,UK,1364),,Piccoli of Eurasia on Outlook for Turkey Elections
07/20/2007 07:34,UK,1365),,U.K. Prosecutors Speak on Cash-for-Honors Inquiry
07/23/2007 03:40,UK,1366),,Gentchkaya of Bilkent University on Turkey Vote
07/23/2007 05:25,UK,1367),,Sak of Economic Institute Talks on Turkey Election
07/23/2007 05:40,UK,1368),,Sak of Economic Institute Talks on Turkey Election
07/23/2007 06:00,UK,1369),,Blair Answers Weekly Questions in House of Commons
07/23/2007 07:00,UK,1370),,Sak of Economic Institute Talks on Turkey Election
07/23/2007 10:30,UK,1371),,Cooper Speaks on Housing in U.K. Parliament
07/24/2007 05:30,UK,1372),,Browne of U.K. Speaks to Defence Select Committee
07/24/2007 06:00,UK,1373),,London Mayor Livingstone Holds Weekly News Conf.
07/24/2007 06:24,UK,1374),,Blair Answers Weekly Questions in House of Commons
07/24/2007 09:00,UK,1375),,Smith of U.K. Talks on Terror Attack in Parliament
07/24/2007 10:30,UK,1376),,Kelly of U.K. Speaks on Transport White Paper
07/24/2007 11:15,UK,1377),,U.K.'s Straw Speaks on Foreign Policy
07/25/2007 04:30,UK,1378),,Hain of U.K. Speaks to Work and Pensions Committee
07/25/2007 07:00,UK,1379),,Brown Answers Weekly Questions in House of Commons
07/25/2007 08:00,UK,1380),,Brown of U.K. Answers Questions in U.K Parliament
07/26/2007 06:00,UK,1381),,Panpiemras of Thailand on Stabilization of Baht
07/27/2007 07:00,UK,1382),,"Valasek of European Reform on Brown, Bush Outlook"
07/27/2007 07:30,UK,1383),,Darling of U.K. Delivers Pre-Budget Statement
07/31/2007 06:00,UK,1384),,London Mayor Livingstone Holds Weekly News Conf.
07/31/2007 06:40,UK,1385),,London Mayor Livingstone Holds Weekly News Conf.
08/07/2007 06:00,UK,1386),,U.K. Farmer's Union News Conf. on Foot-and-Mouth
08/08/2007 04:00,UK,1387),,McKeon of Severn Trent Talks on Full-Year Earnings
08/08/2007 10:30,UK,1388),,U.K. Farmer's Union News Conf. on Foot-and-Mouth
08/10/2007 06:30,UK,1389),,U.K. Farmer's Union News Conf. on Foot-and-Mouth
08/10/2007 10:30,UK,1390),,"Gutierrez, Chertoff on Immigration: Teleconference"
08/15/2007 07:00,UK,1391),,Redwood of U.K. Conservatives on Competitiveness
08/17/2007 06:15,UK,1392),,Osborne of U.K. Conservatives on Budget Outlook
08/20/2007 05:25,UK,1393),,Sak of Economic Institute Talks on Turkey Election
08/21/2007 11:35,UK,1394),,Robertson of Mears Discusses First-Half Earnings
08/22/2007 13:00,GE,1395),,Merkel Holds Joint News Conference With Brown in London
08/23/2007 07:00,UK,1396),,Walker-Shaw of GMB on Calls for Vote EU Treaty
08/23/2007 07:05,UK,1397),,Frost of Britich Chambers on U.K. Education
08/24/2007 07:05,RU,1398),,"Weafer of Alfa Bank on British, Russian Relations"
08/24/2007 07:30,UK,1399),,Cameron Speaks on U.K. Conservative Tax Policies
08/24/2007 12:00,AF,1400),,Ghana to Sell 3 Year Bonds
08/31/2007 07:05,UK,1401),,Zahawi of YouGov Speaks on U.K. Leadership Poll
09/03/2007 04:30,UK,1402),,Gordon Brown Speaks on U.K. Government Agenda
09/03/2007 05:30,UK,1403),,Boris Johnson Speaks at News Conf. on Mayoral Bid
09/04/2007 06:00,UK,1404),,London Mayor Livingstone Holds Weekly News Conf.
09/04/2007 07:00,UK,1405),,Gordon Brown Speaks at Monthly News Conference
09/06/2007 07:00,UK,1406),,Wilde of Baring on Bank of England Rate Decision
09/11/2007 06:00,UK,1407),,London Mayor Livingstone Holds Weekly News Conf.
09/12/2007 05:00,UK,1408),,London Mayor Livingstone Answers Questions
09/12/2007 07:05,UK,1409),,Overell of The Work Foundation on Trade Unions
09/13/2007 07:00,RU,1410),,"Weafer of Alfa Bank on British, Russian Relations"
09/13/2007 07:05,UK,1411),,Hawkins of CommunicateResearch on U.K. Politics
09/13/2007 11:35,UK,1412),,Gummer of U.K. Parliament Speaks on Green Taxes
09/14/2007 04:05,UK,1413),,"McFall, U.K. Lawmaker, on Bank of England Policy"
09/17/2007 07:00,UK,1414),,"Fallon, Lawmaker, on U.K. Banksing, Northern Rock"
09/17/2007 07:50,UK,1415),,Cameron Speaks on U.K. Conservative Tax Policies
09/17/2007 12:45,UK,1416),,"Paulson of U.S., Darling of U.K.: News Conference"
09/18/2007 07:00,UK,1417),,Questa of Cass Business School on Northern Rock
09/18/2007 07:30,UK,1418),,London Mayor Livingstone Holds Weekly News Conf.
09/19/2007 07:00,UK,1419),,Hammond of U.K. Conservatives on Northern Rock
09/20/2007 01:35,UK,1420),,Buckley of Deutsche Bank on U.K. Inflation Report
09/20/2007 04:45,UK,1421),,King Speaks on Bank of England's Inflation Report
09/20/2007 06:40,UK,1422),,Campbell of U.K. Liberal Democrats at Annual Conf.
09/20/2007 06:45,UK,1423),,Campbell of U.K. Liberal Democrats at Annual Conf.
09/20/2007 07:05,UK,1424),,Adams of Sinn Fein on Outlook for Irish Politics
09/21/2007 07:05,UK,1425),,Zahawi of YouGov Discusses Labour Party Conference
09/24/2007 09:30,UK,1426),,Gordon Brown Speaks on U.K. Government Agenda
09/25/2007 07:00,UK,1427),,Hutton of Work Foundation on Labour Conference
09/25/2007 07:50,UK,1428),,Miliband of U.K. Speaks on Flooding in England
09/26/2007 08:05,UK,1429),,London Mayor Livingstone Holds Weekly News Conf.
09/26/2007 09:30,UK,1430),,Gordon Brown Speaks on U.K. Government Agenda
09/27/2007 05:25,UK,1431),,Innes of Global Insight Discusses Myanmar Protests
10/01/2007 06:15,UK,1432),,Osborne of U.K. Conservatives on Competitiveness
10/01/2007 07:15,UK,1433),,Leslie of Bow Group on Conservative Tax Policy
10/03/2007 09:00,UK,1434),,Cameron Speaks on U.K. Conservative Tax Policies
10/05/2007 04:00,UK,1435),,Gordon Brown Speaks on U.K. Government Agenda
10/05/2007 07:00,UK,1436),,Tetlow of IFS Speaks on U.K. Government Spending
10/05/2007 07:00,UK,1437),,Zahawi of YouGov Discusses Labour Party Conference
10/05/2007 07:15,UK,1438),,London Mayor Livingstone Holds Weekly News Conf.
10/08/2007 07:00,UK,1439),,Gordon Brown Speaks at Monthly News Conference
10/08/2007 10:30,UK,1440),,Gordon Brown Speaks at Monthly News Conference
10/09/2007 04:45,UK,1441),,09:45b - Treasury Select Cttee: Financial Stabilit
10/09/2007 06:00,UK,1442),,London Mayor Livingstone Holds Weekly News Conf.
10/09/2007 10:30,UK,1443),,Darling of U.K. Delivers Pre-Budget Statement
10/10/2007 07:00,UK,1444),,Brown Answers Weekly Questions in House of Commons
10/10/2007 09:30,UK,1445),,Miliband of U.K. Speaks on Flooding in England
10/11/2007 06:30,UK,1446),,Darling of U.K. Delivers Pre-Budget Statement
10/11/2007 06:45,UK,1447),,Brown of U.K. and Barroso of EU: News Conference
10/16/2007 06:00,UK,1448),,London Mayor Livingstone Holds Weekly News Conf.
10/17/2007 07:00,UK,1449),,Brown Answers Weekly Questions in House of Commons
10/23/2007 05:00,UK,1450),,London Mayor Livingstone Holds Weekly News Conf.
10/23/2007 07:30,UK,1451),,Erdogan Speaks on Turkish Investment Opportunities
10/24/2007 07:00,UK,1452),,Brown Answers Weekly Questions in House of Commons
10/25/2007 07:30,UK,1453),,Brown Answers Weekly Questions in House of Commons
10/30/2007 07:00,UK,1454),,London Mayor Livingstone Holds Weekly News Conf.
11/02/2007 05:25,UK,1455),,Buckley of Deutsche Bank on U.K. Inflation Report
11/06/2007 06:00,UK,1456),,London Mayor Livingstone Holds Weekly News Conf.
11/08/2007 08:00,UK,1457),,Blair of U.K. Police Speaks on De Menezes Report
11/13/2007 05:30,UK,1458),,London Mayor Livingstone Holds Weekly News Conf.
11/14/2007 07:00,UK,1459),,Brown Answers Weekly Questions in House of Commons
11/14/2007 07:30,UK,1460),,Brown Makes a Statement on National Security
11/19/2007 10:30,UK,1461),,Darling of U.K. Delivers Pre-Budget Statement
11/20/2007 03:00,UK,1462),,Bodman of U.S. Speaks About Energy Security
11/20/2007 10:30,UK,1463),,Darling of U.K. Delivers Pre-Budget Statement
11/20/2007 11:25,UK,1464),,Lamy of WTO on Review of Aid for Trade Program
11/21/2007 06:55,UK,1465),,"Hill of Campaign for Arms Trade on BAE, Saudi Case"
11/21/2007 07:00,UK,1466),,Brown Answers Weekly Questions in House of Commons
11/23/2007 02:00,UK,1467),,Queen Elizabeth II Speaks at Commonwealth Meeting
11/23/2007 07:00,UK,1468),,Turner of RSA Security on U.K. Tax Data Loss
11/23/2007 07:05,UK,1469),,"Stevens of Experian on U.K. Data Loss, Fraud Risk"
11/23/2007 07:55,UK,1470),,"Stevens of Experian on U.K. Data Loss, Fraud Risk"
11/26/2007 04:30,UK,1471),,"Clegg, Huhne of U.K. Liberals: CBI Conference"
11/26/2007 05:15,UK,1472),,"Clegg, Huhne of U.K. Liberals: CBI Conference"
11/27/2007 05:00,UK,1473),,"Clegg, Huhne of U.K. Liberals: CBI Conference"
11/27/2007 07:00,UK,1474),,Gordon Brown Speaks at Monthly News Conference
11/27/2007 07:30,UK,1475),,Darling of U.K. Delivers Pre-Budget Statement
